id,nummi,agerevq,couple,iris,sexe,tact
4033149,437,015,2,765400202,2,22
4033150,438,040,1,765400405,2,11
4033151,438,070,1,765400405,1,21
4033152,439,040,2,765400404,1,11
4033153,440,025,1,765400105,2,11
4033154,440,025,1,765400105,1,11
4033155,441,080,2,765400304,2,21
4033156,442,035,1,765401003,1,11
4033157,442,000,2,765401003,1,23
4033158,442,035,1,765401003,2,11
4033159,443,065,2,765400103,1,21
4033160,444,045,1,765400403,1,11
4033161,444,015,2,765400403,2,22
4033162,444,040,1,765400403,2,11
4033163,444,015,2,765400403,2,22
4033164,444,010,2,765400403,2,23
4033165,445,035,2,765400305,1,11
4033166,446,015,2,765400204,2,22
4033167,446,020,2,765400204,1,22
4033168,447,045,1,765400306,1,11
4033169,447,030,1,765400306,2,22
4033170,447,000,2,765400306,1,23
4033171,447,015,2,765400306,2,12
4033172,447,010,2,765400306,2,23
4033173,447,005,2,765400306,2,23
4033174,448,020,2,765400204,2,22
4033175,449,075,2,765400503,2,21
4033176,450,020,2,765400303,2,11
4033177,451,050,1,765400303,2,11
4033178,451,010,2,765400303,2,22
4033179,451,050,1,765400303,1,11
4033180,452,005,2,765401004,2,23
4033181,452,035,2,765401004,2,11
4033182,453,040,2,765400504,1,11
4033183,454,050,2,765400404,2,11
4033184,454,020,2,765400404,2,22
4033185,454,020,2,765400404,1,11
4033186,455,000,2,765400303,1,23
4033187,455,025,2,765400303,2,12
4033188,456,020,2,765401005,2,22
4033189,457,020,1,765400601,2,22
4033190,457,020,1,765400601,1,11
4033191,458,030,2,765400102,2,11
4033192,459,085,2,765400104,2,21
4033193,460,085,2,765400303,2,21
4033194,461,000,2,765401001,1,23
4033195,461,040,1,765401001,1,11
4033196,461,010,2,765401001,1,23
4033197,461,005,2,765401001,2,23
4033198,461,030,1,765401001,2,11
4033199,461,010,2,765401001,2,23
4033200,462,015,2,765400304,1,22
4033201,462,015,2,765400304,2,22
4033202,462,040,2,765400304,2,11
4033203,463,015,2,765400102,2,22
4033204,464,050,1,765400502,2,11
4033205,464,040,1,765400502,1,11
4033206,465,065,2,765400403,2,21
4033207,466,010,2,765401002,1,23
4033208,466,040,1,765401002,1,11
4033209,466,035,1,765401002,2,11
4033210,466,015,2,765401002,2,11
4033211,467,025,2,765400301,2,12
4033212,468,015,1,765401005,2,11
4033213,468,020,1,765401005,1,11
4033214,468,000,2,765401005,2,23
4033215,469,020,2,765400104,1,11
4033216,470,065,2,765400305,1,21
4033217,471,040,2,765400305,1,12
4033218,472,040,2,765400901,1,25
4033219,472,025,2,765400901,1,12
4033220,472,035,2,765400901,1,12
4033221,472,035,2,765400901,1,25
4033222,473,065,1,765401002,1,21
4033223,473,065,1,765401002,2,21
4033224,474,060,2,765401005,2,21
4033225,475,020,1,765400202,2,22
4033226,476,025,2,765400304,2,11
4033227,477,065,2,765400401,1,21
4033228,478,045,1,765401003,2,12
4033229,478,045,1,765401003,1,11
4033230,479,080,2,765400201,2,21
4033231,480,020,2,765400202,1,22
4033232,481,020,2,765400104,1,12
4033233,482,050,2,765400602,2,12
4033234,482,050,2,765400602,2,12
4033235,483,000,2,765400305,1,23
4033236,483,000,2,765400305,2,23
4033237,483,040,1,765400305,1,11
4033238,483,040,1,765400305,2,24
4033239,484,075,2,765400301,2,21
4033240,485,015,2,765401003,1,22
4033241,485,050,2,765401003,2,11
4033242,486,025,1,765400601,1,11
4033243,486,000,2,765400601,1,23
4033244,486,025,1,765400601,2,11
4033245,487,020,2,765400103,1,22
4033246,488,065,1,765400204,2,21
4033247,488,065,1,765400204,1,21
4033248,489,030,1,765400203,1,11
4033249,489,025,1,765400203,2,11
4033250,490,045,2,765400405,1,11
4033251,491,045,2,765400104,1,11
4033252,492,020,2,765400204,2,11
4033253,493,025,2,765400402,2,25
4033254,494,050,2,765400504,1,11
4033255,495,030,2,765400103,2,11
4033256,496,065,1,765400101,1,11
4033257,496,055,1,765400101,2,24
4033258,497,020,2,765400304,2,11
4033259,498,060,1,765400306,2,21
4033260,498,060,1,765400306,1,21
4033261,499,055,1,765400202,1,11
4033262,499,055,1,765400202,2,11
4033263,500,035,2,765400106,2,11
4033264,501,045,2,765400404,2,11
4033265,502,020,2,765400106,2,22
4033266,503,025,1,765400604,1,11
4033267,503,025,1,765400604,2,11
4033268,504,025,2,765400504,1,11
4033269,505,030,2,765400103,1,25
4033270,506,000,2,765400702,2,23
4033271,506,040,2,765400702,2,12
4033272,507,020,1,765400104,1,11
4033273,507,020,1,765400104,2,22
4033274,508,020,1,765401003,2,11
4033275,508,000,2,765401003,1,23
4033276,508,025,1,765401003,1,11
4033277,509,040,2,765400701,2,11
4033278,509,015,2,765400701,1,22
4033279,510,060,2,765400202,2,11
4033280,511,065,2,765400202,1,21
4033281,512,025,2,765400201,2,11
4033282,513,055,2,765401002,1,21
4033283,514,025,2,765400105,1,11
4033284,515,060,1,765400604,1,11
4033285,515,060,1,765400604,2,21
4033286,516,020,2,765400101,1,11
4033287,516,020,2,765400101,1,22
4033288,517,040,2,765400102,1,12
4033289,518,040,2,765400105,1,11
4033290,519,020,2,765400105,2,11
4033291,520,025,2,765401001,2,12
4033292,520,055,2,765401001,2,11
4033293,521,030,1,765400103,2,12
4033294,521,005,2,765400103,2,23
4033295,521,000,2,765400103,1,23
4033296,521,035,1,765400103,1,11
4033297,522,020,2,765400106,2,12
4033298,523,020,2,765400501,2,22
4033299,524,035,2,765400802,2,11
4033300,524,010,2,765400802,1,23
4033301,524,010,2,765400802,2,23
4033302,525,020,2,765400102,2,22
4033303,525,020,2,765400102,2,22
4033304,526,025,1,765400701,2,12
4033305,526,020,1,765400701,1,11
4033306,527,020,2,765400301,1,11
4033307,527,055,2,765400301,1,11
4033308,528,030,1,765400802,1,11
4033309,528,010,2,765400802,1,23
4033310,528,030,1,765400802,2,24
4033311,528,005,2,765400802,1,23
4033312,529,035,2,765401003,1,11
4033313,530,060,2,765400303,2,21
4033314,531,060,2,765401005,2,25
4033315,532,085,2,765401002,2,21
4033316,533,020,2,765400106,2,11
4033317,534,045,2,765400502,1,11
4033318,535,075,2,765400502,2,21
4033319,536,010,2,765401003,2,23
4033320,536,040,1,765401003,1,11
4033321,536,045,1,765401003,2,11
4033322,536,020,2,765401003,1,22
4033323,537,030,2,765400101,2,12
4033324,538,005,2,765400501,2,23
4033325,538,000,2,765400501,2,23
4033326,538,030,2,765400501,2,11
4033327,539,055,1,765400305,1,11
4033328,539,060,1,765400305,2,21
4033329,540,080,2,765400201,2,11
4033330,541,060,1,765400301,2,21
4033331,541,065,1,765400301,1,21
4033332,542,025,2,765401002,2,12
4033333,543,025,2,765400402,1,25
4033334,544,015,2,765400601,2,22
4033335,544,045,1,765400601,1,11
4033336,544,005,2,765400601,1,23
4033337,544,040,1,765400601,2,24
4033338,544,020,2,765400601,2,12
4033339,545,020,2,765400305,1,22
4033340,546,065,2,765400102,2,21
4033341,547,050,2,765400201,1,11
4033342,548,000,2,765400402,2,23
4033343,548,005,2,765400402,2,23
4033344,548,030,1,765400402,2,12
4033345,548,020,2,765400402,2,22
4033346,548,045,1,765400402,1,12
4033347,548,010,2,765400402,2,23
4033348,548,000,2,765400402,1,23
4033349,548,015,2,765400402,2,22
4033350,548,010,2,765400402,2,23
4033351,549,030,2,765400702,2,11
4033352,549,010,2,765400702,2,23
4033353,550,025,2,765400502,1,12
4033354,550,025,2,765400502,2,22
4033355,550,025,2,765400502,1,11
4033356,550,025,2,765400502,1,22
4033357,551,060,2,765400106,2,11
4033358,552,080,2,765400306,2,21
4033359,553,070,2,765400202,2,21
4033360,553,050,2,765400202,2,25
4033361,554,050,2,765400202,2,11
4033362,555,020,2,765400404,1,11
4033363,555,025,2,765400404,1,11
4033364,556,040,1,765400404,1,12
4033365,556,025,1,765400404,2,12
4033366,557,020,2,765400404,1,22
4033367,558,020,1,765400101,1,12
4033368,559,025,2,765400104,2,22
4033369,559,020,2,765400104,2,22
4033370,560,025,2,765400405,1,11
4033371,561,015,2,765400501,2,22
4033372,562,025,1,765400104,2,11
4033373,562,030,1,765400104,1,11
4033374,563,020,2,765400103,1,22
4033375,564,020,2,765400202,2,22
4033376,565,035,2,765400602,1,11
4033377,566,055,2,765400202,2,21
4033378,567,030,1,765400402,1,11
4033379,567,025,1,765400402,2,11
4033380,568,020,2,765400502,2,11
4033381,569,015,2,765400405,2,22
4033382,569,045,1,765400405,1,11
4033383,569,010,2,765400405,2,23
4033384,569,050,1,765400405,2,11
4033385,570,020,2,765400404,1,22
4033386,571,060,2,765401004,1,11
4033387,572,000,2,765400502,1,23
4033388,572,040,1,765400502,1,11
4033389,572,040,1,765400502,2,24
4033390,572,010,2,765400502,2,23
4033391,572,015,2,765400502,2,22
4033392,572,015,2,765400502,1,22
4033393,573,000,2,765401001,2,23
4033394,573,035,2,765401001,2,12
4033395,574,020,2,765400306,1,22
4033396,575,030,1,765400303,1,12
4033397,575,030,1,765400303,2,11
4033398,576,050,2,765400303,1,25
4033399,577,045,1,765400504,1,11
4033400,577,040,1,765400504,2,25
4033401,578,040,2,765400304,1,11
4033402,578,015,2,765400304,2,22
4033403,579,065,1,765400404,1,21
4033404,579,065,1,765400404,2,21
4033405,580,070,2,765400204,1,21
4033406,581,020,2,765400502,1,11
4033407,581,025,2,765400502,1,11
4033408,582,025,2,765400404,2,12
4033409,583,025,2,765400101,2,11
4033410,584,080,2,765400104,1,21
4033411,585,080,2,765400305,2,21
4033412,586,020,1,765401005,2,25
4033413,586,020,1,765401005,1,11
4033414,587,040,2,765400306,2,11
4033415,588,055,1,765400604,2,11
4033416,589,005,2,765401001,1,23
4033417,589,030,2,765401001,2,25
4033418,589,000,2,765401001,1,23
4033419,589,005,2,765401001,1,23
4033420,590,015,2,765400404,2,22
4033421,591,020,2,765400701,2,12
4033422,592,010,2,765400402,2,22
4033423,592,035,2,765400402,2,12
4033424,592,010,2,765400402,2,23
4033425,593,015,2,765400404,2,22
4033426,594,020,2,765400101,2,22
4033427,595,005,2,765401004,1,23
4033428,595,035,2,765401004,2,11
4033429,596,025,1,765400303,1,12
4033430,596,020,1,765400303,2,22
4033431,597,020,2,765400103,2,22
4033432,598,060,1,765401003,2,21
4033433,598,065,1,765401003,1,21
4033434,599,050,1,765400602,2,11
4033435,599,015,2,765400602,1,22
4033436,599,050,1,765400602,1,11
4033437,600,060,1,765400502,1,21
4033438,600,060,1,765400502,2,11
4033439,601,055,2,765400301,2,11
4033440,602,065,2,765400104,2,21
4033441,603,015,2,765400404,2,22
4033442,604,035,1,765400101,1,11
4033443,605,025,2,765401001,1,11
4033444,605,060,1,765401001,1,21
4033445,606,065,1,765400402,1,21
4033446,606,065,1,765400402,2,21
4033447,607,025,2,765400304,2,11
4033448,608,050,1,765401003,2,11
4033449,608,050,1,765401003,1,11
4033450,609,025,1,765400106,2,11
4033451,609,025,1,765400106,1,11
4033452,610,020,1,765400404,1,22
4033453,610,020,1,765400404,2,22
4033454,611,055,1,765400901,1,25
4033455,611,045,1,765400901,2,11
4033456,611,020,2,765400901,2,22
4033457,612,040,2,765401005,1,12
4033458,612,060,2,765401005,2,21
4033459,612,025,2,765401005,2,11
4033460,612,035,2,765401005,2,12
4033461,612,030,2,765401005,1,12
4033462,612,030,2,765401005,1,12
4033463,613,035,2,765401002,2,25
4033464,613,030,2,765401002,2,25
4033465,613,055,2,765401002,1,25
4033466,613,020,2,765401002,2,22
4033467,614,025,2,765400303,1,11
4033468,615,035,2,765400106,1,11
4033469,616,020,2,765400106,1,25
4033470,617,060,1,765400602,2,21
4033471,617,075,1,765400602,1,21
4033472,618,025,2,765401005,2,12
4033473,618,000,2,765401005,2,23
4033474,619,025,2,765400404,1,11
4033475,620,025,2,765400403,2,12
4033476,621,030,1,765400404,1,11
4033477,621,025,1,765400404,2,11
4033478,622,055,2,765400306,2,25
4033479,623,060,1,765400602,1,11
4033480,623,060,1,765400602,2,21
4033481,624,000,2,765400204,2,23
4033482,624,035,1,765400204,2,11
4033483,624,035,1,765400204,1,11
4033484,624,000,2,765400204,1,23
4033485,624,005,2,765400204,2,23
4033486,624,005,2,765400204,1,23
4033487,625,050,2,765401001,2,11
4033488,625,025,1,765401001,1,22
4033489,626,015,2,765400304,1,12
4033490,626,045,2,765400304,2,11
4033491,627,015,2,765400106,1,11
4033492,628,080,1,765401005,1,21
4033493,629,040,2,765400201,1,12
4033494,630,020,2,765401001,2,11
4033495,630,070,1,765401001,1,21
4033496,630,060,1,765401001,2,24
4033497,631,010,2,765401003,1,23
4033498,631,035,2,765401003,2,11
4033499,631,005,2,765401003,2,23
4033500,632,085,2,765400503,2,21
4033501,633,020,2,765400404,1,22
4033502,634,075,1,765400402,1,21
4033503,634,075,1,765400402,2,21
4033504,635,015,2,765400404,2,22
4033505,636,030,1,765400303,1,11
4033506,636,030,1,765400303,2,11
4033507,637,020,2,765400103,2,11
4033508,638,040,2,765400106,2,11
4033509,638,040,2,765400106,2,11
4033510,639,075,2,765400202,2,21
4033511,640,020,2,765400104,2,22
4033512,641,045,2,765400104,2,12
4033513,642,040,2,765400202,1,25
4033514,643,065,2,765400701,1,21
4033515,644,000,2,765400604,2,23
4033516,644,040,1,765400604,1,12
4033517,644,040,1,765400604,2,12
4033518,645,025,2,765400501,1,11
4033519,646,020,2,765400103,1,22
4033520,647,015,2,765400101,2,22
4033521,648,080,2,765400305,2,21
4033522,649,005,2,765400602,2,23
4033523,649,030,1,765400602,1,11
4033524,649,030,1,765400602,2,11
4033525,650,015,2,765400202,1,22
4033526,651,040,2,765400701,1,25
4033527,652,040,2,765401002,2,11
4033528,653,070,2,765401002,2,21
4033529,654,015,2,765401002,2,22
4033530,655,085,2,765401002,2,21
4033531,656,050,1,765400201,1,11
4033532,656,035,1,765400201,2,11
4033533,657,015,2,765400304,1,11
4033534,658,045,1,765400104,1,11
4033535,658,045,1,765400104,2,11
4033536,658,015,2,765400104,1,22
4033537,658,020,2,765400104,1,11
4033538,659,030,2,765400104,2,11
4033539,660,015,2,765400102,1,22
4033540,660,045,1,765400102,1,11
4033541,660,045,1,765400102,2,11
4033542,660,010,2,765400102,2,22
4033543,661,005,2,765401001,1,23
4033544,661,000,2,765401001,1,23
4033545,661,005,2,765401001,2,23
4033546,661,030,1,765401001,2,25
4033547,661,035,1,765401001,1,11
4033548,661,000,2,765401001,2,23
4033549,662,060,2,765400405,1,11
4033550,663,030,2,765401001,1,12
4033551,664,015,2,765400106,2,22
4033552,665,020,2,765400305,2,22
4033553,666,065,2,765400304,2,21
4033554,667,055,2,765400106,2,11
4033555,667,020,2,765400106,2,11
4033556,668,075,2,765400601,2,21
4033557,669,075,1,765400202,1,21
4033558,669,070,1,765400202,2,21
4033559,670,055,1,765400602,2,21
4033560,670,060,1,765400602,1,21
4033561,671,055,1,765400601,1,25
4033562,672,025,2,765400403,2,11
4033563,673,035,2,765400204,1,11
4033564,674,020,2,765400101,1,11
4033565,675,015,2,765400202,2,11
4033566,676,015,2,765400405,1,22
4033567,677,070,1,765400504,1,21
4033568,677,065,1,765400504,2,21
4033569,678,035,2,765400303,1,11
4033570,679,075,1,765400602,2,21
4033571,679,075,1,765400602,1,21
4033572,680,015,2,765400306,1,25
4033573,681,020,2,765400502,1,11
4033574,682,020,2,765400304,1,22
4033575,683,020,2,765400802,2,22
4033576,683,050,2,765400802,2,11
4033577,683,055,2,765400802,2,11
4033578,683,015,2,765400802,1,22
4033579,683,020,2,765400802,1,22
4033580,684,050,2,765400303,1,12
4033581,684,015,2,765400303,1,22
4033582,685,035,1,765400602,1,11
4033583,685,030,1,765400602,2,11
4033584,686,045,2,765400404,1,25
4033585,687,025,1,765400203,2,11
4033586,687,025,1,765400203,1,11
4033587,688,020,1,765400901,1,12
4033588,688,000,2,765400901,2,23
4033589,688,020,1,765400901,2,11
4033590,689,020,2,765400103,1,11
4033591,690,035,1,765400305,1,11
4033592,690,030,1,765400305,2,12
4033593,691,000,2,765400101,2,23
4033594,691,025,2,765400101,2,11
4033595,692,035,2,765400901,2,11
4033596,693,070,2,765400604,2,21
4033597,694,020,2,765400203,1,11
4033598,695,020,2,765400103,1,22
4033599,696,010,2,765400504,1,23
4033600,696,005,2,765400504,2,23
4033601,696,045,1,765400504,2,11
4033602,696,045,1,765400504,1,11
4033603,697,060,2,765400101,2,11
4033604,697,035,2,765400101,2,11
4033605,698,055,2,765400901,2,25
4033606,699,080,2,765400604,2,21
4033607,700,045,1,765400203,2,12
4033608,700,005,2,765400203,1,23
4033609,700,010,2,765400203,1,23
4033610,700,040,1,765400203,1,11
4033611,701,015,2,765400301,1,22
4033612,701,040,1,765400301,2,11
4033613,701,010,2,765400301,1,23
4033614,701,040,1,765400301,1,11
4033615,702,045,2,765400901,2,11
4033616,702,015,2,765400901,2,22
4033617,703,020,1,765400306,1,11
4033618,703,020,1,765400306,1,11
4033619,704,020,2,765400405,1,11
4033620,705,005,2,765400203,2,23
4033621,705,035,2,765400203,2,11
4033622,705,005,2,765400203,1,23
4033623,706,020,1,765400105,2,22
4033624,706,020,1,765400105,1,11
4033625,707,005,2,765400306,2,23
4033626,707,025,2,765400306,2,25
4033627,708,020,2,765400305,2,11
4033628,709,035,2,765400402,1,11
4033629,710,065,2,765400105,2,21
4033630,711,020,2,765400404,1,11
4033631,712,015,2,765400103,1,22
4033632,713,000,2,765401004,1,23
4033633,713,025,2,765401004,2,12
4033634,714,045,2,765400305,2,25
4033635,715,020,2,765400101,1,12
4033636,716,060,1,765400304,1,12
4033637,716,060,1,765400304,2,21
4033638,717,055,1,765400105,1,11
4033639,717,060,1,765400105,2,21
4033640,718,085,2,765400301,2,21
4033641,719,015,2,765400106,1,22
4033642,720,020,2,765400501,1,11
4033643,721,085,2,765400305,2,21
4033644,722,080,2,765401002,2,21
4033645,723,020,1,765400404,1,11
4033646,724,035,2,765400102,2,11
4033647,725,035,1,765400501,2,11
4033648,725,035,1,765400501,1,11
4033649,725,005,2,765400501,2,23
4033650,726,015,2,765401001,1,12
4033651,726,010,2,765401001,1,23
4033652,726,050,2,765401001,2,12
4033653,727,025,2,765400601,1,11
4033654,727,025,2,765400601,2,11
4033655,728,015,2,765400203,2,22
4033656,728,015,2,765400203,2,22
4033657,728,015,2,765400203,2,22
4033658,729,020,2,765400404,2,22
4033659,730,030,2,765400106,2,11
4033660,731,025,2,765400403,2,11
4033661,732,050,2,765400303,1,11
4033662,732,085,2,765400303,2,21
4033663,733,070,1,765400602,1,21
4033664,734,000,2,765400106,2,23
4033665,734,035,1,765400106,1,11
4033666,734,035,1,765400106,2,11
4033667,735,025,1,765400104,1,11
4033668,735,025,1,765400104,2,11
4033669,736,030,2,765401004,2,11
4033670,737,070,2,765400202,2,21
4033671,737,040,2,765400202,2,11
4033672,738,020,2,765401005,2,22
4033673,739,080,1,765400202,1,21
4033674,739,065,1,765400202,2,21
4033675,739,040,2,765400202,2,11
4033676,740,020,2,765400103,2,22
4033677,741,085,2,765400603,2,21
4033678,742,000,2,765401005,2,23
4033679,742,000,2,765401005,2,23
4033680,742,030,2,765401005,1,11
4033681,743,075,2,765400104,2,21
4033682,744,075,2,765400503,2,21
4033683,745,055,2,765400604,1,11
4033684,746,005,2,765400405,2,23
4033685,746,035,1,765400405,2,24
4033686,746,035,1,765400405,1,11
4033687,746,005,2,765400405,1,23
4033688,746,005,2,765400405,2,23
4033689,747,015,2,765400601,2,22
4033690,748,000,2,765400303,2,23
4033691,748,020,2,765400303,2,11
4033692,749,010,2,765400604,2,22
4033693,749,050,1,765400604,2,24
4033694,749,015,2,765400604,2,22
4033695,749,050,1,765400604,1,11
4033696,750,000,2,765400303,2,23
4033697,750,035,2,765400303,1,25
4033698,751,040,2,765400305,2,12
4033699,752,000,2,765400701,2,23
4033700,752,025,1,765400701,2,24
4033701,752,000,2,765400701,2,23
4033702,752,035,1,765400701,1,25
4033703,753,020,2,765400901,2,12
4033704,754,060,1,765400305,1,21
4033705,754,055,1,765400305,2,25
4033706,755,060,1,765400602,1,21
4033707,755,060,1,765400602,2,21
4033708,756,035,1,765400201,1,11
4033709,756,035,1,765400201,2,11
4033710,757,015,2,765400601,2,22
4033711,758,020,2,765400402,2,22
4033712,759,015,2,765400203,2,22
4033713,760,060,1,765401002,2,11
4033714,760,060,1,765401002,1,21
4033715,761,020,2,765400902,1,11
4033716,762,020,1,765400901,1,12
4033717,762,020,1,765400901,2,11
4033718,763,030,2,765400402,2,11
4033719,764,020,2,765400501,1,11
4033720,765,040,1,765400802,2,24
4033721,766,020,2,765400301,2,11
4033722,767,020,1,765400303,1,11
4033723,767,020,1,765400303,2,11
4033724,768,085,2,765401002,2,21
4033725,769,020,2,765400202,2,22
4033726,770,020,2,765400106,1,22
4033727,771,065,1,765400101,2,24
4033728,771,065,1,765400101,1,21
4033729,772,045,2,765400303,1,11
4033730,773,030,2,765400802,2,11
4033731,773,020,2,765400802,2,22
4033732,774,060,1,765400305,2,21
4033733,774,090,1,765400305,1,21
4033734,775,020,2,765400203,1,11
4033735,776,025,1,765401003,1,11
4033736,776,025,1,765401003,2,11
4033737,777,085,2,765400201,2,21
4033738,778,015,2,765401001,2,22
4033739,778,040,2,765401001,2,11
4033740,779,025,1,765400106,1,11
4033741,779,025,1,765400106,2,11
4033742,780,020,2,765400502,1,22
